SEX,PAY
Men,72000
Women,72000
Men,72000
Men,72000
Women,72000
Men,72000
Men,72000
Men,72000
Men,72500
Men,72500
Men,73000
Women,73000
Men,73000
Men,73000
Men,74000
Men,74000
Men,74000
Men,74000
Men,74880
Women,75000
Men,75000
Men,75000
Men,75000
Men,75000
Men,75000
Women,75000
Men,75000
Men,75000
Men,75000
Men,75000
Men,75000
Women,75000
Men,75000
Women,75000
Men,75000
Men,75000
Men,75000
Men,75000
Men,75000
Women,75000
Men,75000
Men,75000
Women,75000
Men,75000
Men,75000
Men,76000
Women,76000
Men,76000
Men,76000
Women,76000
Women,76000
Men,76000
Men,76575
Women,77000
Women,77000
Men,77000
Men,77000
Men,77500
Men,77700
Men,78000
Women,78000
Women,78000
Men,78000
Men,78000
Men,78000
Women,78000
Men,78000
Men,79000
Men,79000
Men,80000
Men,80000
Women,80000
Men,80000
Women,80000
Men,80000
Men,80000
Women,80000
Women,80000
Women,80000
Women,80000
Men,80000
Men,80000
Men,80000
Men,80000
Men,80000
Men,80000
Men,80000
Women,80000
Men,80000
Men,80000
Men,80000
Men,80750
Women,81000
Men,81020
Men,82000
Men,82000
Women,82000
Men,82000
Men,83000
Men,83000
Men,83000
Men,83000
Women,83500
Men,84000
Women,85000
Men,85000
Men,85000
Men,85000
Men,85000
Men,85000
Women,85000
Women,85000
Men,85000
Men,85000
Men,85000
Women,85000
Men,85000
Women,85000
Men,85000
Men,85000
Men,85000
Men,85000
Men,85000
Women,85000
Men,85000
Men,85000
Men,85000
Men,85500
Women,86000
Women,87000
Women,87000
Men,88000
Men,88000
Men,88000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Women,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,90000
Men,92000
Men,94000
Men,94000
Women,95000
Men,95000
Men,95000
Men,95000
Women,95000
Women,95000
Men,95000
Men,95000
Men,95000
Men,95000
Men,95000
Men,95000
Men,95000
Women,95000
Men,95000
Women,96000
Men,96676
Men,97000
Men,97000
Women,97000
Men,97500
Men,98000
Men,98000
Men,98000
Men,98000
Women,99000
Men,99000
Men,99000
Men,99000
Men,99000
Men,99000
